River Name,Site,Ele,Amo,Temperature C°,Year,Wea
Grasse,Mid stream,Mn,0.122860635696821,9.812409158244803,2020,wet
Grasse,Down stream,Mn,0.0654034229828851,7.460014936423894,2021,sunny
Oswegatchie,Up stream,Mn,1,9.129190912444987,2022,wet
Oswegatchie,Mid stream,Mn,0.0611246943765281,3.7006333474528263,2023,wet
Oswegatchie,Down stream,Mn,0.00672371638141809,8.889987392278814,2019,cloudy
Raquette,Up stream,Mn,0.0177261613691931,12.201168830002246,2020,sunny
Raquette,Mid stream,Mn,0.0134474327628362,7.5562135317993535,2021,snowy
Raquette,Down stream,Mn,NA,1.460538193377758,2022,sunny
St. Regis,Up stream,Mn,0.112469437652812,12.797109751535304,2023,wet
St. Regis,Mid stream,Mn,0.127750611246944,14.30878386781423,2019,snowy
St. Regis,Down stream,Mn,0.0562347188264059,13.471672629210055,2020,cloudy
Grasse,Up stream,Nd,0.544776119402985,6.837042485856074,2021,cloudy
Grasse,Mid stream,Nd,0.671641791044776,9.56267930535336,2022,wet
Grasse,Down stream,Nd,0.395522388059701,6.278599755756808,2023,cloudy
Oswegatchie,Up stream,Nd,1,8.531514941391698,2019,snowy
Oswegatchie,Mid stream,Nd,0.276119402985075,6.4283427649976,2020,cloudy
Oswegatchie,Down stream,Nd,0.134328358208955,8.568908767828805,2021,wet
Raquette,Up stream,Nd,0.104477611940299,8.93015150410028,2022,cloudy
Raquette,Mid stream,Nd,0.0298507462686567,8.752322006519137,2023,wet
Raquette,Down stream,Nd,NA,8.805201070596725,2019,wet
St. Regis,Up stream,Nd,0.559701492537313,7.625857543179489,2020,cloudy
St. Regis,Mid stream,Nd,0.455223880597015,13.30681535640073,2021,sunny
St. Regis,Down stream,Nd,0.276119402985075,1.354374336125506,2022,cloudy
Grasse,Up stream,Pr,0.548387096774194,6.315830028998307,2023,sunny
Grasse,Mid stream,Pr,0.67741935483871,12.06865227932413,2019,cloudy
Grasse,Down stream,Pr,0.387096774193548,10.947453552619308,2020,cloudy
Oswegatchie,Up stream,Pr,1,7.172491102209273,2021,sunny
Oswegatchie,Mid stream,Pr,0.290322580645161,13.275754635608232,2022,snowy
Oswegatchie,Down stream,Pr,0.129032258064516,10.440124277908259,2023,sunny
Raquette,Up stream,Pr,0.0967741935483871,7.250157945003924,2019,snowy
Raquette,Mid stream,Pr,0.032258064516129,16.322410167978436,2020,wet
Raquette,Down stream,Pr,NA,11.37661646605673,2021,wet
St. Regis,Up stream,Pr,0.516129032258065,16.841909057068307,2022,sunny
St. Regis,Mid stream,Pr,0.419354838709677,9.55711212531547,2023,sunny
St. Regis,Down stream,Pr,0.258064516129032,16.20658453426404,2019,sunny
Grasse,Up stream,Rb,0.0519480519480518,12.194246538147345,2020,cloudy
Grasse,Mid stream,Rb,0.519480519480519,15.427937722268556,2021,sunny
Grasse,Down stream,Rb,0.662337662337662,8.359537992669944,2022,cloudy
Oswegatchie,Up stream,Rb,0.337662337662338,10.424772947574066,2023,wet
Oswegatchie,Mid stream,Rb,0.727272727272727,11.152720048058843,2019,wet
Oswegatchie,Down stream,Rb,1,8.811213951176157,2020,sunny
Raquette,Up stream,Rb,0.675324675324675,9.350342796933678,2021,wet
Raquette,Mid stream,Rb,0.649350649350649,3.321426975328592,2022,sunny
Raquette,Down stream,Rb,0.766233766233766,7.828858951181273,2023,snowy
St. Regis,Up stream,Rb,NA,10.275368082116419,2019,cloudy
St. Regis,Mid stream,Rb,0.168831168831169,8.172659657119757,2020,cloudy
St. Regis,Down stream,Rb,0.363636363636364,5.653926917003356,2021,snowy
Grasse,Up stream,Si,0.821359223300971,7.274232758955646,2022,cloudy
Grasse,Mid stream,Si,0.658252427184466,9.15856443872644,2023,sunny
Grasse,Down stream,Si,0.731391585760518,11.964429583628755,2019,cloudy
Oswegatchie,Up stream,Si,0.468608414239482,13.272266210955788,2020,cloudy
Oswegatchie,Mid stream,Si,0.27378640776699,10.395985121101678,2021,snowy
Oswegatchie,Down stream,Si,0.640129449838188,20.133336403638708,2022,cloudy
Raquette,Up stream,Si,NA,13.39142739091691,2023,cloudy
Raquette,Mid stream,Si,0.0705501618122977,9.18912558608101,2019,wet
Raquette,Down stream,Si,0.0776699029126214,11.26616814046038,2020,wet
St. Regis,Up stream,Si,1,13.277647110475979,2021,sunny
St. Regis,Mid stream,Si,0.845307443365696,11.710500980617386,2022,cloudy
St. Regis,Down stream,Si,0.686084142394822,13.659589068423276,2023,sunny
Grasse,Up stream,Sr,0.209039548022599,13.798489629396387,2019,cloudy
Grasse,Mid stream,Sr,0.348998459167951,10.094369890335225,2020,snowy
Grasse,Down stream,Sr,0.787621982537237,16.98552350024208,2021,sunny
Oswegatchie,Up stream,Sr,NA,12.753635529332042,2022,cloudy
Oswegatchie,Mid stream,Sr,0.594247560349255,11.34096633247591,2023,wet
Oswegatchie,Down stream,Sr,1,9.253154058995156,2019,snowy
Raquette,Up stream,Sr,0.123009758602979,10.106761795968174,2020,snowy
Raquette,Mid stream,Sr,0.261427837699024,7.39347659679833,2021,sunny
Raquette,Down stream,Sr,0.621212121212121,7.919933048071966,2022,cloudy
St. Regis,Up stream,Sr,0.163585002568053,12.09692055556729,2023,snowy
St. Regis,Mid stream,Sr,0.179506933744222,6.125962538447538,2019,wet
St. Regis,Down stream,Sr,0.330765279917822,13.64773256018773,2020,wet
Grasse,Up stream,Y,0.658536585365854,10.371330389041018,2021,cloudy
Grasse,Mid stream,Y,0.713414634146341,7.868276409771383,2022,wet
Grasse,Down stream,Y,0.396341463414634,3.332377937556755,2023,snowy
Oswegatchie,Up stream,Y,1,7.702618038583303,2019,sunny
Oswegatchie,Mid stream,Y,0.304878048780488,12.980052512498155,2020,sunny
Oswegatchie,Down stream,Y,0.140243902439024,12.90235851291908,2021,snowy
Raquette,Up stream,Y,0.0670731707317073,6.854795873167911,2022,sunny
Raquette,Mid stream,Y,0.048780487804878,3.868432413252873,2023,wet
Raquette,Down stream,Y,NA,13.115652503897612,2019,sunny
St. Regis,Up stream,Y,0.560975609756098,6.7511769787438745,2020,snowy
St. Regis,Mid stream,Y,0.457317073170732,6.491023168141954,2021,sunny
St. Regis,Down stream,Y,0.304878048780488,9.687715714477772,2022,wet
Grasse,Up stream,Yb,0.642857142857143,14.826606957196022,2023,snowy
Grasse,Mid stream,Yb,0.571428571428572,9.940387611131689,2019,snowy
Grasse,Down stream,Yb,0.428571428571429,6.098296595140785,2020,snowy
Oswegatchie,Up stream,Yb,1,11.945268366603596,2021,sunny
Oswegatchie,Mid stream,Yb,0.214285714285714,11.512516264213742,2022,wet
Oswegatchie,Down stream,Yb,0.142857142857143,9.423168481881332,2023,cloudy
Raquette,Up stream,Yb,NA,15.120464747423465,2019,sunny
Raquette,Mid stream,Yb,0.0714285714285714,20.484692449365014,2020,wet
Raquette,Down stream,Yb,NA,13.038423022158273,2021,cloudy
St. Regis,Up stream,Yb,0.642857142857143,14.355252636164298,2022,wet
St. Regis,Mid stream,Yb,0.428571428571429,8.791133449361006,2023,snowy
St. Regis,Down stream,Yb,0.357142857142857,20.45850293857515,2019,snowy
Grasse,Up stream,Zn,1,12.879458360006616,2020,cloudy
Grasse,Mid stream,Zn,0.253164556962025,6.36056781420703,2021,wet
Grasse,Down stream,Zn,NA,14.358140754679484,2022,sunny
Oswegatchie,Up stream,Zn,1,11.452780122686185,2023,sunny
Oswegatchie,Mid stream,Zn,0.531645569620253,11.580137951951329,2019,sunny
Oswegatchie,Down stream,Zn,0.240506329113924,4.802322023091813,2020,wet
Raquette,Up stream,Zn,0.291139240506329,17.183597658251784,2021,snowy
Raquette,Mid stream,Zn,NA,7.613273247889594,2022,cloudy
Raquette,Down stream,Zn,0.987341772151899,15.429898539212822,2023,sunny
St. Regis,Up stream,Zn,0.746835443037975,6.357495078023046,2019,wet
St. Regis,Mid stream,Zn,0.379746835443038,10.961302344064212,2020,cloudy
St. Regis,Down stream,Zn,0.10126582278481,11.880631349407155,2021,cloudy
Grasse,Up stream,Zr,0.888888888888889,9.347422742669002,2022,sunny
Grasse,Mid stream,Zr,0.666666666666667,9.169077853499568,2023,wet
Grasse,Down stream,Zr,0.777777777777778,7.2516595435490725,2019,sunny
Oswegatchie,Up stream,Zr,1,10.932102194806461,2020,sunny
Oswegatchie,Mid stream,Zr,0.333333333333333,9.703290355544022,2021,sunny
Oswegatchie,Down stream,Zr,0.333333333333333,7.0534103366685645,2022,cloudy
Raquette,Up stream,Zr,0.333333333333333,14.028113502236685,2023,wet
Raquette,Mid stream,Zr,0.111111111111111,7.605530853329275,2019,cloudy
Raquette,Down stream,Zr,NA,7.363147445010315,2020,cloudy
St. Regis,Up stream,Zr,0.888888888888889,7.937938486508088,2021,cloudy
St. Regis,Mid stream,Zr,0.777777777777778,9.275184439483853,2022,cloudy
St. Regis,Down stream,Zr,0.666666666666667,10.055652599134062,2023,cloudy
